"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Jokioinen Ilmala","2018","1","2","00:00","1.2"
"Jokioinen Ilmala","2018","1","3","00:00","0.9"
"Jokioinen Ilmala","2018","1","4","00:00","0.1"
"Jokioinen Ilmala","2018","1","5","00:00","0.2"
"Jokioinen Ilmala","2018","1","6","00:00","1.4"
"Jokioinen Ilmala","2018","1","7","00:00","41.4"
"Jokioinen Ilmala","2018","1","8","00:00","69.8"
"Jokioinen Ilmala","2018","1","9","00:00","47.3"
"Jokioinen Ilmala","2018","1","10","00:00","2.2"
"Jokioinen Ilmala","2018","1","11","00:00","1.2"
"Jokioinen Ilmala","2018","1","12","00:00","6.2"
"Jokioinen Ilmala","2018","1","13","00:00","1.1"
"Jokioinen Ilmala","2018","1","14","00:00","0.5"
"Jokioinen Ilmala","2018","1","15","00:00","0.2"
"Jokioinen Ilmala","2018","1","16","00:00","37"
"Jokioinen Ilmala","2018","1","17","00:00","6.3"
"Jokioinen Ilmala","2018","1","18","00:00","0.5"
"Jokioinen Ilmala","2018","1","19","00:00","55.3"
"Jokioinen Ilmala","2018","1","20","00:00","1.9"
"Jokioinen Ilmala","2018","1","21","00:00","10.7"
"Jokioinen Ilmala","2018","1","22","00:00","2.4"
"Jokioinen Ilmala","2018","1","23","00:00","2.1"
"Jokioinen Ilmala","2018","1","24","00:00","0.7"
"Jokioinen Ilmala","2018","1","25","00:00","0.4"
"Jokioinen Ilmala","2018","1","26","00:00","0.9"
"Jokioinen Ilmala","2018","1","27","00:00","0.9"
"Jokioinen Ilmala","2018","1","28","00:00","0.5"
"Jokioinen Ilmala","2018","1","29","00:00","0.4"
"Jokioinen Ilmala","2018","1","30","00:00","1"
"Jokioinen Ilmala","2018","1","31","00:00","24.3"
"Jokioinen Ilmala","2018","2","1","00:00","0.1"
"Jokioinen Ilmala","2018","2","2","00:00","0.8"
"Jokioinen Ilmala","2018","2","3","00:00","1.1"
"Jokioinen Ilmala","2018","2","4","00:00","150.6"
"Jokioinen Ilmala","2018","2","5","00:00","196.4"
"Jokioinen Ilmala","2018","2","6","00:00","1.4"
"Jokioinen Ilmala","2018","2","7","00:00","14.7"
"Jokioinen Ilmala","2018","2","8","00:00","22.1"
"Jokioinen Ilmala","2018","2","9","00:00","0.5"
"Jokioinen Ilmala","2018","2","10","00:00","1"
"Jokioinen Ilmala","2018","2","11","00:00","0.6"
"Jokioinen Ilmala","2018","2","12","00:00","0.2"
"Jokioinen Ilmala","2018","2","13","00:00","0.2"
"Jokioinen Ilmala","2018","2","14","00:00","1.3"
"Jokioinen Ilmala","2018","2","15","00:00","0.1"
"Jokioinen Ilmala","2018","2","16","00:00","0.6"
"Jokioinen Ilmala","2018","2","17","00:00","45.9"
"Jokioinen Ilmala","2018","2","18","00:00","61.5"
"Jokioinen Ilmala","2018","2","19","00:00","191.7"
"Jokioinen Ilmala","2018","2","20","00:00","255.1"
"Jokioinen Ilmala","2018","2","21","00:00","244.1"
"Jokioinen Ilmala","2018","2","22","00:00","248.4"
"Jokioinen Ilmala","2018","2","23","00:00","188.9"
"Jokioinen Ilmala","2018","2","24","00:00","271"
"Jokioinen Ilmala","2018","2","25","00:00","80.5"
"Jokioinen Ilmala","2018","2","26","00:00","38.8"
"Jokioinen Ilmala","2018","2","27","00:00","234.6"
"Jokioinen Ilmala","2018","2","28","00:00","277"
"Jokioinen Ilmala","2018","3","1","00:00","298.3"
"Jokioinen Ilmala","2018","3","2","00:00","285.4"
"Jokioinen Ilmala","2018","3","3","00:00","234.6"
"Jokioinen Ilmala","2018","3","4","00:00","216.9"
"Jokioinen Ilmala","2018","3","5","00:00","133.8"
"Jokioinen Ilmala","2018","3","6","00:00","60.5"
"Jokioinen Ilmala","2018","3","7","00:00","239.8"
"Jokioinen Ilmala","2018","3","8","00:00","1.4"
"Jokioinen Ilmala","2018","3","9","00:00","0.1"
"Jokioinen Ilmala","2018","3","10","00:00","0.3"
"Jokioinen Ilmala","2018","3","11","00:00","0.5"
"Jokioinen Ilmala","2018","3","12","00:00","0.2"
"Jokioinen Ilmala","2018","3","13","00:00","0.8"
"Jokioinen Ilmala","2018","3","14","00:00","1.5"
"Jokioinen Ilmala","2018","3","15","00:00","301.8"
"Jokioinen Ilmala","2018","3","16","00:00","344.4"
"Jokioinen Ilmala","2018","3","17","00:00","229.9"
"Jokioinen Ilmala","2018","3","18","00:00","15.6"
"Jokioinen Ilmala","2018","3","19","00:00","29.7"
"Jokioinen Ilmala","2018","3","20","00:00","58"
"Jokioinen Ilmala","2018","3","21","00:00","35.9"
"Jokioinen Ilmala","2018","3","22","00:00","5.5"
"Jokioinen Ilmala","2018","3","23","00:00","175.8"
"Jokioinen Ilmala","2018","3","24","00:00","6.3"
"Jokioinen Ilmala","2018","3","25","00:00","172.6"
"Jokioinen Ilmala","2018","3","26","00:00","403.2"
"Jokioinen Ilmala","2018","3","27","00:00","292.2"
"Jokioinen Ilmala","2018","3","28","00:00","171.8"
"Jokioinen Ilmala","2018","3","29","00:00","418.5"
"Jokioinen Ilmala","2018","3","30","00:00","429.4"
"Jokioinen Ilmala","2018","3","31","00:00","386"
"Jokioinen Ilmala","2018","4","1","00:00","275.3"
"Jokioinen Ilmala","2018","4","2","00:00","0.4"
"Jokioinen Ilmala","2018","4","3","00:00","389.1"
"Jokioinen Ilmala","2018","4","4","00:00","160.8"
"Jokioinen Ilmala","2018","4","5","00:00","0.8"
"Jokioinen Ilmala","2018","4","6","00:00","0.4"
"Jokioinen Ilmala","2018","4","7","00:00","202.1"
"Jokioinen Ilmala","2018","4","8","00:00","52.5"
"Jokioinen Ilmala","2018","4","9","00:00","41.5"
"Jokioinen Ilmala","2018","4","10","00:00","346.7"
"Jokioinen Ilmala","2018","4","11","00:00","429.8"
"Jokioinen Ilmala","2018","4","12","00:00","329.5"
"Jokioinen Ilmala","2018","4","13","00:00","435.4"
