"Observation station","Year","Month","Day","Time [Local time]","Direct solar radiation mean [W/m2]"
"Jokioinen Ilmala","2017","1","2","00:00","1.1"
"Jokioinen Ilmala","2017","1","3","00:00","4.5"
"Jokioinen Ilmala","2017","1","4","00:00","79"
"Jokioinen Ilmala","2017","1","5","00:00","97"
"Jokioinen Ilmala","2017","1","6","00:00","78.7"
"Jokioinen Ilmala","2017","1","7","00:00","0.8"
"Jokioinen Ilmala","2017","1","8","00:00","1.2"
"Jokioinen Ilmala","2017","1","9","00:00","10.3"
"Jokioinen Ilmala","2017","1","10","00:00","0.5"
"Jokioinen Ilmala","2017","1","11","00:00","0"
"Jokioinen Ilmala","2017","1","12","00:00","-0.3"
"Jokioinen Ilmala","2017","1","13","00:00","0.6"
"Jokioinen Ilmala","2017","1","14","00:00","10.2"
"Jokioinen Ilmala","2017","1","15","00:00","1.5"
"Jokioinen Ilmala","2017","1","16","00:00","2.2"
"Jokioinen Ilmala","2017","1","17","00:00","1.4"
"Jokioinen Ilmala","2017","1","18","00:00","0.9"
"Jokioinen Ilmala","2017","1","19","00:00","41.3"
"Jokioinen Ilmala","2017","1","20","00:00","1.4"
"Jokioinen Ilmala","2017","1","21","00:00","64.6"
"Jokioinen Ilmala","2017","1","22","00:00","51.2"
"Jokioinen Ilmala","2017","1","23","00:00","1.4"
"Jokioinen Ilmala","2017","1","24","00:00","53.3"
"Jokioinen Ilmala","2017","1","25","00:00","1"
"Jokioinen Ilmala","2017","1","26","00:00","1"
"Jokioinen Ilmala","2017","1","27","00:00","133.8"
"Jokioinen Ilmala","2017","1","28","00:00","0.8"
"Jokioinen Ilmala","2017","1","29","00:00","0.3"
"Jokioinen Ilmala","2017","1","30","00:00","1.5"
"Jokioinen Ilmala","2017","1","31","00:00","1.5"
"Jokioinen Ilmala","2017","2","1","00:00","1.2"
"Jokioinen Ilmala","2017","2","2","00:00","0.5"
"Jokioinen Ilmala","2017","2","3","00:00","0.5"
"Jokioinen Ilmala","2017","2","4","00:00","1.4"
"Jokioinen Ilmala","2017","2","5","00:00","0.4"
"Jokioinen Ilmala","2017","2","6","00:00","117.9"
"Jokioinen Ilmala","2017","2","7","00:00","209.6"
"Jokioinen Ilmala","2017","2","8","00:00","213.2"
"Jokioinen Ilmala","2017","2","9","00:00","216.1"
"Jokioinen Ilmala","2017","2","10","00:00","145.4"
"Jokioinen Ilmala","2017","2","11","00:00","2.8"
"Jokioinen Ilmala","2017","2","12","00:00","1.8"
"Jokioinen Ilmala","2017","2","13","00:00","98.2"
"Jokioinen Ilmala","2017","2","14","00:00","199.4"
"Jokioinen Ilmala","2017","2","15","00:00","129.5"
"Jokioinen Ilmala","2017","2","16","00:00","97.1"
"Jokioinen Ilmala","2017","2","17","00:00","1.7"
"Jokioinen Ilmala","2017","2","18","00:00","101.8"
"Jokioinen Ilmala","2017","2","19","00:00","1.3"
"Jokioinen Ilmala","2017","2","20","00:00","0.9"
"Jokioinen Ilmala","2017","2","21","00:00","241.9"
"Jokioinen Ilmala","2017","2","22","00:00","5.6"
"Jokioinen Ilmala","2017","2","23","00:00","1.7"
"Jokioinen Ilmala","2017","2","24","00:00","17.7"
"Jokioinen Ilmala","2017","2","25","00:00","173.1"
"Jokioinen Ilmala","2017","2","26","00:00","1"
"Jokioinen Ilmala","2017","2","27","00:00","0.6"
"Jokioinen Ilmala","2017","2","28","00:00","0.2"
"Jokioinen Ilmala","2017","3","1","00:00","1.7"
"Jokioinen Ilmala","2017","3","2","00:00","1.3"
"Jokioinen Ilmala","2017","3","3","00:00","8"
"Jokioinen Ilmala","2017","3","4","00:00","84.2"
"Jokioinen Ilmala","2017","3","5","00:00","285.5"
"Jokioinen Ilmala","2017","3","6","00:00","300.9"
"Jokioinen Ilmala","2017","3","7","00:00","13.1"
"Jokioinen Ilmala","2017","3","8","00:00","-0.3"
